Date,Open,High,Low,Close,Volume,Adj Close
2011-03-28,3.85,3.90,3.68,3.74,575500,3.38
2011-03-25,4.08,4.08,3.94,4.04,66000,3.65
2011-03-24,3.90,4.00,3.90,4.00,263500,3.62
2011-03-23,3.80,3.80,3.78,3.78,43000,3.42
2011-03-22,3.81,3.85,3.75,3.85,160000,3.48
2011-03-21,3.89,3.93,3.80,3.84,38500,3.47
2011-03-18,3.72,4.00,3.70,3.82,168000,3.45
2011-03-17,3.70,3.70,3.65,3.67,95500,3.32
2011-03-16,3.76,3.76,3.76,3.76,7500,3.40
2011-03-15,3.81,3.81,3.66,3.74,694000,3.38
2011-03-14,3.85,3.90,3.85,3.87,97000,3.50
2011-03-11,3.82,3.82,3.81,3.82,20000,3.45
2011-03-10,3.80,3.98,3.80,3.87,117500,3.50
2011-03-09,4.09,4.09,3.93,3.95,106000,3.57
2011-03-08,4.15,4.15,3.95,3.98,246500,3.60
2011-03-07,4.14,4.30,4.10,4.16,323000,3.76
2011-03-04,4.15,4.20,4.10,4.10,166000,3.71
2011-03-03,4.20,4.20,4.03,4.05,196500,3.66
2011-03-02,4.04,4.24,4.04,4.24,536500,3.83
2011-03-01,4.12,4.13,4.05,4.13,192000,3.73
2011-02-28,3.97,4.14,3.80,4.14,393000,3.74
2011-02-25,3.80,4.15,3.80,4.00,341500,3.62
2011-02-24,3.96,4.10,3.81,3.81,200500,3.44
2011-02-23,4.05,4.15,4.00,4.00,203000,3.62
2011-02-22,4.22,4.22,4.01,4.10,934500,3.71
2011-02-21,4.20,4.50,4.20,4.29,1922500,3.88
2011-02-18,3.70,4.20,3.69,4.19,3483000,3.79
2011-02-17,3.49,3.68,3.49,3.65,346000,3.30
2011-02-16,3.40,3.45,3.40,3.45,61000,3.12
2011-02-15,3.50,3.50,3.35,3.35,99500,3.03
2011-02-14,3.40,3.50,3.40,3.43,121500,3.10
2011-02-11,3.40,3.40,3.35,3.35,160000,3.03
2011-02-10,3.42,3.45,3.40,3.40,218500,3.07
2011-02-08,3.62,3.62,3.38,3.55,147000,3.21
2011-02-07,3.62,3.62,3.62,3.62,500,3.27
2011-02-02,3.76,3.76,3.66,3.66,87000,3.31
2011-02-01,3.69,3.69,3.69,3.69,10000,3.34
2011-01-31,3.40,3.69,3.40,3.68,235000,3.33
2011-01-28,3.73,3.73,3.54,3.54,270500,3.20
2011-01-27,3.86,3.90,3.82,3.82,223500,3.45
2011-01-26,3.90,3.90,3.78,3.87,471000,3.50
2011-01-25,3.80,3.92,3.80,3.90,1080000,3.52
2011-01-24,3.67,3.84,3.55,3.84,776100,3.47
2011-01-21,3.38,3.65,3.38,3.65,1135500,3.30
2011-01-20,3.30,3.50,3.30,3.42,555500,3.09
2011-01-19,3.21,3.26,3.21,3.24,197000,2.93
2011-01-18,3.20,3.22,3.20,3.22,222500,2.91
2011-01-17,3.20,3.24,3.20,3.24,128500,2.93
2011-01-14,3.40,3.41,3.30,3.40,482500,3.07
2011-01-13,3.30,3.42,3.20,3.40,867000,3.07
2011-01-12,3.25,3.26,3.16,3.18,146500,2.87
2011-01-11,3.24,3.25,3.15,3.25,140000,2.94
2011-01-10,3.20,3.24,3.20,3.21,123500,2.90
2011-01-07,3.20,3.29,3.20,3.20,172000,2.89
2011-01-06,3.20,3.30,3.18,3.20,427500,2.89
2011-01-05,3.30,3.30,3.20,3.20,245000,2.89
2011-01-04,3.40,3.42,3.40,3.40,70000,3.07
2011-01-03,3.30,3.40,3.30,3.40,40000,3.07
2010-12-31,3.21,3.30,3.19,3.30,112500,2.98
2010-12-30,3.21,3.21,3.16,3.21,127000,2.90
2010-12-29,3.21,3.21,3.21,3.21,6000,2.90
2010-12-28,3.20,3.25,3.15,3.25,20500,2.94
2010-12-24,3.32,3.32,3.16,3.16,000,2.86
2010-12-23,3.20,3.22,3.11,3.22,117000,2.91
2010-12-22,3.21,3.22,3.20,3.22,225000,2.91
2010-12-21,3.24,3.25,3.23,3.23,238000,2.92
2010-12-20,3.32,3.32,3.23,3.23,100000,2.92
2010-12-17,3.31,3.42,3.25,3.25,450500,2.94
2010-12-16,3.42,3.42,3.30,3.32,160000,3.00
2010-12-15,3.50,3.50,3.42,3.42,41000,3.09
2010-12-14,3.39,3.40,3.39,3.40,53000,3.07
2010-12-13,3.40,3.43,3.40,3.40,121400,3.07
2010-12-10,3.42,3.45,3.42,3.42,139000,3.09
2010-12-09,3.45,3.46,3.45,3.45,284000,3.12
2010-12-08,3.55,3.55,3.46,3.48,30000,3.15
2010-12-07,3.68,3.68,3.53,3.55,371500,3.21
2010-12-06,3.60,3.68,3.52,3.68,98400,3.33
2010-12-03,3.85,3.85,3.68,3.68,90500,3.33
2010-12-02,3.70,3.85,3.70,3.81,102500,3.44
2010-12-01,3.90,3.90,3.62,3.77,356500,3.41
2010-11-30,3.37,4.37,3.36,3.94,1643500,3.56
2010-11-29,3.32,3.32,3.26,3.28,45000,2.96
2010-11-26,3.26,3.26,3.19,3.26,32000,2.95
2010-11-25,3.10,3.32,3.10,3.26,602500,2.95
2010-11-24,3.16,3.16,3.01,3.06,217000,2.77
2010-11-23,3.23,3.26,3.14,3.16,80500,2.86
2010-11-22,3.18,3.20,3.12,3.18,261000,2.87
2010-11-19,3.26,3.26,3.17,3.18,178500,2.87
2010-11-18,3.19,3.24,3.18,3.20,75000,2.89
2010-11-17,3.28,3.28,3.15,3.18,277000,2.87
2010-11-16,3.40,3.40,3.28,3.35,164500,3.03
2010-11-15,3.30,3.36,3.20,3.36,116000,3.04
2010-11-12,3.46,3.46,3.20,3.36,895000,3.04
2010-11-11,3.53,3.53,3.48,3.50,102500,3.16
2010-11-10,3.50,3.56,3.45,3.53,196000,3.19
2010-11-09,3.48,3.57,3.48,3.49,65500,3.15
2010-11-08,3.45,3.54,3.45,3.49,137500,3.15
2010-11-05,3.50,3.50,3.43,3.45,66000,3.12
2010-11-04,3.43,3.57,3.43,3.50,332000,3.16
2010-11-03,3.50,3.59,3.40,3.43,68000,3.10
2010-11-02,3.50,3.52,3.42,3.52,48000,3.18
2010-11-01,3.38,3.46,3.23,3.45,535000,3.12
2010-10-29,3.53,3.58,3.40,3.55,17500,3.21
2010-10-28,3.49,3.50,3.36,3.38,67000,3.05
2010-10-27,3.50,3.50,3.33,3.40,196000,3.07
2010-10-26,3.50,3.50,3.40,3.42,202000,3.09
2010-10-25,3.48,3.58,3.45,3.50,147500,3.16
2010-10-22,3.70,3.70,3.50,3.50,36000,3.16
2010-10-21,3.63,3.63,3.44,3.59,77500,3.24
2010-10-20,3.75,3.88,3.61,3.63,520500,3.28
2010-10-19,3.78,3.89,3.75,3.78,138000,3.42
2010-10-18,3.82,3.89,3.75,3.78,80000,3.42
2010-10-15,3.82,3.82,3.82,3.82,1500,3.45
2010-10-14,3.90,3.90,3.82,3.85,157500,3.48
2010-10-13,3.89,3.90,3.80,3.85,370000,3.48
2010-10-12,3.81,3.84,3.80,3.81,253500,3.44
2010-10-11,3.95,3.95,3.80,3.84,194400,3.47
2010-10-08,3.90,3.95,3.86,3.95,158400,3.57
2010-10-07,3.87,3.94,3.87,3.90,81000,3.52
2010-10-06,3.84,3.91,3.84,3.90,116000,3.52
2010-10-05,3.86,3.86,3.86,3.86,72500,3.49
2010-10-04,3.90,3.96,3.85,3.86,166000,3.49
2010-09-30,3.83,3.89,3.83,3.88,39000,3.51
2010-09-29,3.96,3.96,3.85,3.86,82000,3.49
2010-09-28,3.90,3.96,3.84,3.96,422500,3.58
2010-09-27,3.85,4.10,3.85,3.97,761500,3.59
2010-09-24,3.80,3.85,3.77,3.85,655500,3.48
2010-09-22,3.80,3.80,3.70,3.70,000,3.34
2010-09-21,3.65,3.81,3.65,3.77,249000,3.41
2010-09-20,3.61,3.70,3.61,3.70,104000,3.34
2010-09-17,3.60,3.62,3.60,3.62,121500,3.27
2010-09-16,3.60,3.61,3.56,3.58,131500,3.24
2010-09-15,3.61,3.62,3.60,3.62,115000,3.27
2010-09-14,3.66,3.67,3.60,3.60,96500,3.25
2010-09-13,3.62,3.73,3.62,3.66,64500,3.31
2010-09-10,3.58,3.74,3.58,3.67,139500,3.32
2010-09-09,3.57,3.57,3.57,3.57,63500,3.23
2010-09-08,3.56,3.65,3.55,3.57,134000,3.23
2010-09-07,3.64,3.64,3.60,3.61,102500,3.26
